"","yr","mo","dy","hr","dck","id","lat","lon","w","d"
"2571896",2021,4,2,12,992,"WCE5063",41.5,288.6,3.6,310
"257215",2021,4,2,12,992,"SJA4RSK",40.8,14.3,NA,NA
"257925",2021,4,2,12,992,"WGAE",25.1,54.8,NA,NA
"257986",2021,4,2,12,992,"WDA7827",21.3,202.1,4.1,60
"258122",2021,4,2,12,992,"KAOU",9.8,255.7,7.2,50
"258124",2021,4,2,12,992,"KAOU",9.8,255.8,6.7,40
"264050",2021,4,2,13,992,"AMOUK05",51.9,4.1,NA,NA
"2641762",2021,4,2,13,992,"WDG7520",46.8,235,1.5,360
"264432",2021,4,2,13,992,"WCE5063",41.5,288.6,2.6,320
"264453",2021,4,2,13,992,"SJA4RSK",40.8,14.3,NA,NA
"265094",2021,4,2,13,992,"WGAE",25.1,54.8,NA,NA
"265153",2021,4,2,13,992,"WDA7827",21.3,202.1,4.6,50
"265245",2021,4,2,13,992,"KAOU",9.8,255.7,7.2,40
"2711311",2021,4,2,14,992,"AMOUK05",51.9,4.1,NA,NA
"271256",2021,4,2,14,992,"WDG7520",46.9,235,2.1,290
"271268",2021,4,2,14,992,"WDG7520",46.8,235,1,340
"271525",2021,4,2,14,992,"WCE5063",41.5,288.6,4.6,320
"271546",2021,4,2,14,992,"SJA4RSK",40.8,14.3,NA,NA
"2721921",2021,4,2,14,992,"WGAE",25.1,54.8,NA,NA
"2722501",2021,4,2,14,992,"WDA7827",21.3,202.1,3.6,60
"272347",2021,4,2,14,992,"KAOU",9.8,255.7,8.7,50
"278164",2021,4,2,15,992,"AMOUK05",51.9,4.1,NA,NA
"278279",2021,4,2,15,992,"WDG7520",46.9,235,2.6,240
"2785441",2021,4,2,15,992,"WCE5063",41.5,288.6,3.1,350
"278565",2021,4,2,15,992,"SJA4RSK",40.8,14.3,NA,NA
"279210",2021,4,2,15,992,"WGAE",25.1,54.8,NA,NA
"279263",2021,4,2,15,992,"WDA7827",21.3,202.1,2.6,60
"279388",2021,4,2,15,992,"KAOU",9.8,255.7,8.7,50
"285239",2021,4,2,16,992,"AMOUK05",51.9,4.1,NA,NA
"285373",2021,4,2,16,992,"WDG7520",46.8,235,2.6,330
"285635",2021,4,2,16,992,"WCE5063",41.5,288.6,2.1,30
"285656",2021,4,2,16,992,"SJA4RSK",40.8,14.3,NA,NA
"286315",2021,4,2,16,992,"WGAE",25.1,54.8,NA,NA
"286369",2021,4,2,16,992,"WDA7827",21.3,202.1,2.1,70
"286463",2021,4,2,16,992,"KAOU",9.8,255.7,8.2,50
"292378",2021,4,2,17,992,"AMOUK05",51.9,4.1,NA,NA
"292502",2021,4,2,17,992,"WDG7520",46.9,235,1.5,340
"292776",2021,4,2,17,992,"WCE5063",41.5,288.6,8.7,70
"2927983",2021,4,2,17,992,"SJA4RSK",40.8,14.3,NA,NA
"293440",2021,4,2,17,992,"WGAE",25.1,54.8,NA,NA
"293495",2021,4,2,17,992,"WDA7827",21.3,202.1,5.1,50
"293591",2021,4,2,17,992,"KAOU",9.8,255.7,8.2,50
"2994923",2021,4,2,18,992,"AMOUK05",51.9,4.1,NA,NA
"2996431",2021,4,2,18,992,"WDG7520",46.9,235,1.5,260
"299956",2021,4,2,18,992,"SJA4RSK",40.8,14.3,NA,NA
"300672",2021,4,2,18,992,"WGAE",25.1,54.8,NA,NA
"300740",2021,4,2,18,992,"WDA7827",21.3,202.1,6.2,50
"300877",2021,4,2,18,992,"KAOU",9.8,255.7,8.2,50
"300879",2021,4,2,18,992,"KAOU",9.8,255.8,10.3,60
"3069051",2021,4,2,19,992,"AMOUK05",51.9,4.1,NA,NA
"3070413",2021,4,2,19,992,"WDG7520",46.9,235,1.5,250
"307330",2021,4,2,19,992,"SJA4RSK",40.8,14.3,NA,NA
"307994",2021,4,2,19,992,"WGAE",25.1,54.9,NA,NA
"308052",2021,4,2,19,992,"WDA7827",21.3,202.1,5.1,50
"308146",2021,4,2,19,992,"KAOU",9.8,255.7,8.7,70
"314109",2021,4,2,20,992,"AMOUK05",52.1,3.9,NA,NA
"3142481",2021,4,2,20,992,"WDG7520",46.9,235,0.5,290
"314260",2021,4,2,20,992,"WDG7520",46.8,235.1,1,60
"3145513",2021,4,2,20,992,"SJA4RSK",40.8,14.3,NA,NA
"315215",2021,4,2,20,992,"WGAE",25,55,NA,NA
"3152613",2021,4,2,20,992,"WDA7827",21.3,202.1,5.7,50
"321323",2021,4,2,21,992,"AMOUK05",52.2,3.5,NA,NA
"321468",2021,4,2,21,992,"WDG7520",46.9,235.1,2.1,350
"321470",2021,4,2,21,992,"WDG7520",46.9,235.3,2.6,340
"321783",2021,4,2,21,992,"SJA4RSK",40.8,14.3,NA,NA
"322454",2021,4,2,21,992,"WGAE",24.9,55,NA,NA
"322505",2021,4,2,21,992,"WDA7827",21.3,202.1,3.6,40
"322625",2021,4,2,21,992,"KAOU",9.8,255.7,8.7,70
"328610",2021,4,2,22,992,"AMOUK05",52.4,3.1,NA,NA
"328750",2021,4,2,22,992,"WDG7520",47,235.3,2.6,350
"329031",2021,4,2,22,992,"WCE5063",41.5,288.6,6.2,300
"329054",2021,4,2,22,992,"SJA4RSK",40.8,14.3,NA,NA
"3297191",2021,4,2,22,992,"WGAE",24.9,55,NA,NA
"329761",2021,4,2,22,992,"WDA7827",21.3,202.1,4.6,70
"3298591",2021,4,2,22,992,"KAOU",9.8,255.7,9.8,70
"335813",2021,4,2,23,992,"AMOUK05",52.5,2.7,NA,NA
"335944",2021,4,2,23,992,"WDG7520",46.9,235.3,3.1,10
"3359541",2021,4,2,23,992,"WDG7520",46.8,235.3,3.6,350
"336218",2021,4,2,23,992,"WCE5063",41.5,288.6,3.6,310
"3362392",2021,4,2,23,992,"SJA4RSK",40.8,14.3,NA,NA
"336895",2021,4,2,23,992,"WGAE",24.9,55,NA,NA
"336935",2021,4,2,23,992,"WDA7827",21.3,202.1,7.2,50
"337028",2021,4,2,23,992,"KAOU",9.8,255.7,9.3,70
"342967",2021,4,3,0,992,"AMOUK05",52.7,2.3,NA,NA
"343140",2021,4,3,0,992,"WDG7520",46.7,235.3,4.1,40
"343149",2021,4,3,0,992,"WDG7520",46.6,235.4,3.6,30
"343425",2021,4,3,0,992,"WCE5063",41.5,288.6,3.6,310
"343450",2021,4,3,0,992,"SJA4RSK",40.8,14.3,NA,NA
"3441681",2021,4,3,0,992,"WGAE",24.9,55,NA,NA
"344218",2021,4,3,0,992,"WDA7827",21.3,202.1,3.1,60
"344369",2021,4,3,0,992,"KAOU",9.8,255.7,8.7,70
"350539",2021,4,3,1,992,"WDG7520",46.5,235.4,1.5,100
"350772",2021,4,3,1,992,"WCE5063",41.5,288.6,2.1,280
"350793",2021,4,3,1,992,"SJA4RSK",40.8,14.3,NA,NA
"351471",2021,4,3,1,992,"WGAE",24.9,55,NA,NA
"351516",2021,4,3,1,992,"WDA7827",21.3,202.1,4.1,60
"351607",2021,4,3,1,992,"KAOU",9.8,255.7,8.7,70
"3572912",2021,4,3,2,992,"AMOUK05",53.1,1.6,NA,NA
"357687",2021,4,3,2,992,"WCE5063",41.5,288.6,2.6,280
"357708",2021,4,3,2,992,"SJA4RSK",40.8,14.3,NA,NA
"358358",2021,4,3,2,992,"WGAE",24.9,55,NA,NA
"358406",2021,4,3,2,992,"WDA7827",21.3,202.1,4.1,20
"358506",2021,4,3,2,992,"KAOU",9.8,255.7,9.8,70
"364437",2021,4,3,3,992,"AMOUK05",53.3,1.1,NA,NA
"364850",2021,4,3,3,992,"WCE5063",41.5,288.6,2.1,300
"364871",2021,4,3,3,992,"SJA4RSK",40.8,14.3,NA,NA
"365524",2021,4,3,3,992,"WGAE",24.9,55,NA,NA
"365569",2021,4,3,3,992,"WDA7827",21.3,202.1,4.1,20
"365695",2021,4,3,3,992,"KAOU",9.8,255.7,10.3,80
"372022",2021,4,3,4,992,"WCE5063",41.5,288.6,2.1,300
"372043",2021,4,3,4,992,"SJA4RSK",40.8,14.3,NA,NA
"3727057",2021,4,3,4,992,"WGAE",24.9,55,NA,NA
"372758",2021,4,3,4,992,"WDA7827",21.3,202.1,5.1,40
"372857",2021,4,3,4,992,"KAOU",9.8,255.7,9.8,70
"378754",2021,4,3,5,992,"AMOUK05",53.6,0.3,NA,NA
"379193",2021,4,3,5,992,"WCE5063",41.5,288.6,2.6,310
"379215",2021,4,3,5,992,"SJA4RSK",40.8,14.3,NA,NA
"379870",2021,4,3,5,992,"WGAE",24.9,55,NA,NA
"379913",2021,4,3,5,992,"WDA7827",21.3,202.1,3.6,40
"3800051",2021,4,3,5,992,"KAOU",9.8,255.7,10.3,80
"385937",2021,4,3,6,992,"AMOUK05",53.6,359.9,NA,NA
"386411",2021,4,3,6,992,"WCE5063",41.5,288.6,2.1,290
"3864342",2021,4,3,6,992,"SJA4RSK",40.8,14.3,NA,NA
"387148",2021,4,3,6,992,"WGAE",24.9,55,NA,NA
"387213",2021,4,3,6,992,"WDA7827",21.3,202.1,5.1,40
"387363",2021,4,3,6,992,"KAOU",9.8,255.7,10.8,70
"387365",2021,4,3,6,992,"KAOU",9.8,255.8,10.3,60
"3931252",2021,4,3,7,992,"AMOUK05",53.7,359.7,NA,NA
"3935341",2021,4,3,7,992,"WCE5063",41.5,288.6,2.6,290
"393555",2021,4,3,7,992,"SJA4RSK",40.8,14.3,NA,NA
"394223",2021,4,3,7,992,"WGAE",24.9,55,NA,NA
"3942701",2021,4,3,7,992,"WDA7827",21.3,202.1,2.1,60
"394370",2021,4,3,7,992,"KAOU",9.8,255.7,10.8,90
"400266",2021,4,3,8,992,"AMOUK05",53.7,359.7,NA,NA
"400723",2021,4,3,8,992,"WCE5063",41.5,288.6,2.6,290
"400744",2021,4,3,8,992,"SJA4RSK",40.8,14.3,NA,NA
"401401",2021,4,3,8,992,"WGAE",24.9,55,NA,NA
"401460",2021,4,3,8,992,"WDA7827",21.3,202.1,2.1,70
"401558",2021,4,3,8,992,"KAOU",9.8,255.7,9.3,80
"407266",2021,4,3,9,992,"AMOUK05",53.7,359.7,NA,NA
"407671",2021,4,3,9,992,"WCE5063",41.5,288.6,3.1,290
"407692",2021,4,3,9,992,"SJA4RSK",40.8,14.3,NA,NA
"408417",2021,4,3,9,992,"WDA7827",21.3,202.1,2.6,40
"408539",2021,4,3,9,992,"KAOU",9.8,255.7,9.3,70
"414405",2021,4,3,10,992,"AMOUK05",53.7,359.7,NA,NA
"414850",2021,4,3,10,992,"WCE5063",41.5,288.6,3.1,280
"414873",2021,4,3,10,992,"SJA4RSK",40.8,14.3,NA,NA
"4155951",2021,4,3,10,992,"WDA7827",21.3,202.1,3.1,50
"415684",2021,4,3,10,992,"KAOU",9.8,255.7,8.7,70
"421483",2021,4,3,11,992,"AMOUK05",53.7,359.7,NA,NA
"421919",2021,4,3,11,992,"WCE5063",41.5,288.6,3.1,290
"421942",2021,4,3,11,992,"SJA4RSK",40.8,14.3,NA,NA
"4226521",2021,4,3,11,992,"WDA7827",21.3,202.1,2.1,60
"422745",2021,4,3,11,992,"KAOU",9.8,255.7,8.2,70
"428577",2021,4,3,12,992,"AMOUK05",53.7,359.7,NA,NA
"429063",2021,4,3,12,992,"WCE5063",41.5,288.6,1,300
"429086",2021,4,3,12,992,"SJA4RSK",40.9,14.1,NA,NA
"429880",2021,4,3,12,992,"WDA7827",21.3,202.1,2.6,50
"430023",2021,4,3,12,992,"KAOU",9.8,255.7,9.3,70
"430025",2021,4,3,12,992,"KAOU",9.8,255.8,9.8,80
"436347",2021,4,3,13,992,"WCE5063",41.5,288.6,4.1,350
"4363702",2021,4,3,13,992,"SJA4RSK",40.8,14.3,NA,NA
"4370791",2021,4,3,13,992,"WDA7827",21.3,202.1,1,50
"437161",2021,4,3,13,992,"KAOU",9.8,255.7,8.2,80
"442981",2021,4,3,14,992,"AMOUK05",53.7,359.7,NA,NA
"443425",2021,4,3,14,992,"WCE5063",41.5,288.6,7.7,10
"443448",2021,4,3,14,992,"SJA4RSK",40.8,14.3,NA,NA
"444251",2021,4,3,14,992,"KAOU",9.8,255.7,8.2,80
"4500783",2021,4,3,15,992,"AMOUK05",53.7,359.7,NA,NA
"450361",2021,4,3,15,992,"WDG7520",44.6,235.7,5.1,50
"450519",2021,4,3,15,992,"WCE5063",41.5,288.6,5.1,40
"450541",2021,4,3,15,992,"SJA4RSK",40.8,14.3,NA,NA
"4512441",2021,4,3,15,992,"WDA7827",21.3,202.1,1.5,70
"451358",2021,4,3,15,992,"KAOU",9.8,255.7,8.7,90
"457197",2021,4,3,16,992,"AMOUK05",53.7,359.7,NA,NA
"4574881",2021,4,3,16,992,"WDG7520",44.6,235.7,4.6,40
"4576421",2021,4,3,16,992,"WCE5063",41.5,288.6,5.1,10
"457665",2021,4,3,16,992,"SJA4RSK",40.8,14.3,NA,NA
"458367",2021,4,3,16,992,"WDA7827",21.3,202.1,1.5,110
"4584631",2021,4,3,16,992,"KAOU",9.8,255.7,6.2,80
"464297",2021,4,3,17,992,"AMOUK05",53.7,359.7,NA,NA
"464584",2021,4,3,17,992,"WDG7520",44.6,235.7,3.6,60
"464744",2021,4,3,17,992,"WCE5063",41.5,288.6,4.1,10
"464767",2021,4,3,17,992,"SJA4RSK",40.8,14.3,NA,NA
"4654665",2021,4,3,17,992,"WDA7827",21.3,202.1,1,180
"465567",2021,4,3,17,992,"KAOU",9.8,255.7,7.7,80
"471417",2021,4,3,18,992,"AMOUK05",53.7,359.7,NA,NA
"471737",2021,4,3,18,992,"WDG7520",44.6,235.7,5.1,340
"4719011",2021,4,3,18,992,"WCE5063",41.5,288.6,2.1,190
"4719221",2021,4,3,18,992,"SJA4RSK",40.8,14.3,NA,NA
"472709",2021,4,3,18,992,"WDA7827",21.3,202.1,0.5,130
"472858",2021,4,3,18,992,"KAOU",9.8,255.7,7.7,70
"472860",2021,4,3,18,992,"KAOU",9.8,255.8,6.7,70
"478772",2021,4,3,19,992,"AMOUK05",53.7,359.7,NA,NA
"479061",2021,4,3,19,992,"WDG7520",44.6,235.7,5.1,340
"479221",2021,4,3,19,992,"WCE5063",41.5,288.6,6.7,170
"4792411",2021,4,3,19,992,"SJA4RSK",40.8,14.3,NA,NA
"479951",2021,4,3,19,992,"WDA7827",21.3,202.1,7.2,50
"480049",2021,4,3,19,992,"KAOU",9.8,255.7,6.2,60
"485994",2021,4,3,20,992,"AMOUK05",53.6,359.9,NA,NA
"486270",2021,4,3,20,992,"WDG7520",44.6,235.7,6.7,340
"486432",2021,4,3,20,992,"WCE5063",41.5,288.6,6.2,170
"4864521",2021,4,3,20,992,"SJA4RSK",40.8,14.3,NA,NA
"487165",2021,4,3,20,992,"WDA7827",21.3,202.1,5.1,60
"487262",2021,4,3,20,992,"KAOU",9.8,255.7,5.7,70
"493005",2021,4,3,21,992,"AMOUK05",53.5,0.3,NA,NA
"493264",2021,4,3,21,992,"WDG7520",44.6,235.7,6.2,340
"493436",2021,4,3,21,992,"WCE5063",41.5,288.6,5.7,170
"493456",2021,4,3,21,992,"SJA4RSK",40.8,14.3,NA,NA
"494178",2021,4,3,21,992,"WDA7827",21.3,202.1,7.2,50
"494291",2021,4,3,21,992,"KAOU",9.8,255.7,6.7,60
"500232",2021,4,3,22,992,"AMOUK05",53.3,0.7,NA,NA
"500517",2021,4,3,22,992,"WDG7520",44.6,235.7,7.2,361
"500681",2021,4,3,22,992,"WCE5063",41.5,288.6,5.1,200
"500701",2021,4,3,22,992,"SJA4RSK",40.8,14.3,NA,NA
"501411",2021,4,3,22,992,"WDA7827",21.3,202.1,9.3,70
"501502",2021,4,3,22,992,"KAOU",9.8,255.7,5.7,50
"5074751",2021,4,3,23,992,"AMOUK05",53.1,1,NA,NA
"5077281",2021,4,3,23,992,"WDG7520",44.6,235.7,6.2,350
"507889",2021,4,3,23,992,"WCE5063",41.5,288.6,4.1,200
"5079111",2021,4,3,23,992,"SJA4RSK",40.8,14.3,NA,NA
"508607",2021,4,3,23,992,"WDA7827",21.3,202.1,6.2,30
"5087045",2021,4,3,23,992,"KAOU",9.8,255.7,6.7,60
"514440",2021,4,4,0,992,"AMOUK05",52.9,1.5,NA,NA
"514716",2021,4,4,0,992,"WDG7520",44.6,235.7,6.2,350
"5148883",2021,4,4,0,992,"WCE5063",41.5,288.6,3.1,250
"514909",2021,4,4,0,992,"SJA4RSK",40.8,14.3,NA,NA
"515703",2021,4,4,0,992,"WDA7827",21.3,202.1,5.1,50
"515852",2021,4,4,0,992,"KAOU",9.8,255.7,7.7,60
"521885",2021,4,4,1,992,"AMOUK05",52.8,1.9,NA,NA
"522298",2021,4,4,1,992,"WCE5063",41.5,288.6,2.6,270
"522319",2021,4,4,1,992,"SJA4RSK",40.8,14.3,NA,NA
"523030",2021,4,4,1,992,"WDA7827",21.3,202.1,8.7,40
"523127",2021,4,4,1,992,"KAOU",9.8,255.7,8.2,50
"528845",2021,4,4,2,992,"AMOUK05",52.6,2.3,NA,NA
"529260",2021,4,4,2,992,"WCE5063",41.5,288.6,3.6,300
"5292831",2021,4,4,2,992,"SJA4RSK",40.8,14.3,NA,NA
"530001",2021,4,4,2,992,"WDA7827",21.3,202.1,7.2,40
"530105",2021,4,4,2,992,"KAOU",9.8,255.7,7.7,70
"536039",2021,4,4,3,992,"AMOUK05",52.5,2.7,NA,NA
"536438",2021,4,4,3,992,"WCE5063",41.5,288.6,4.1,320
"536459",2021,4,4,3,992,"SJA4RSK",40.8,14.3,NA,NA
"537168",2021,4,4,3,992,"WDA7827",21.3,202.1,8.2,50
"537281",2021,4,4,3,992,"KAOU",9.8,255.7,9.8,70
"543257",2021,4,4,4,992,"AMOUK05",52.3,3,NA,NA
"543669",2021,4,4,4,992,"WCE5063",41.5,288.6,2.6,310
"543690",2021,4,4,4,992,"SJA4RSK",40.8,14.3,NA,NA
"544401",2021,4,4,4,992,"WDA7827",21.3,202.1,5.7,40
"544502",2021,4,4,4,992,"KAOU",9.8,255.7,9.8,70
"550470",2021,4,4,5,992,"AMOUK05",52.1,3.4,NA,NA
"550878",2021,4,4,5,992,"WCE5063",41.5,288.6,4.6,280
"550899",2021,4,4,5,992,"SJA4RSK",40.8,14.3,NA,NA
"551606",2021,4,4,5,992,"WDA7827",21.3,202.1,7.2,40
"551706",2021,4,4,5,992,"KAOU",9.8,255.7,8.7,80
"557690",2021,4,4,6,992,"AMOUK05",52,3.8,NA,NA
"558133",2021,4,4,6,992,"WCE5063",41.5,288.6,1,330
"558158",2021,4,4,6,992,"SJA4RSK",40.8,14.3,NA,NA
"558971",2021,4,4,6,992,"WDA7827",21.3,202.1,4.6,50
"559123",2021,4,4,6,992,"KAOU",9.8,255.7,8.2,80
"565153",2021,4,4,7,992,"AMOUK05",51.9,4.1,NA,NA
"565558",2021,4,4,7,992,"WCE5063",41.5,288.6,1,310
"565579",2021,4,4,7,992,"SJA4RSK",40.8,14.3,NA,NA
"566294",2021,4,4,7,992,"WDA7827",21.3,202.1,5.1,70
"5663981",2021,4,4,7,992,"KAOU",9.8,255.7,7.7,80
"572371",2021,4,4,8,992,"AMOUK05",51.9,4.1,NA,NA
"572788",2021,4,4,8,992,"SJA4RSK",40.8,14.3,NA,NA
"573472",2021,4,4,8,992,"WDA7827",21.3,202.1,3.1,50
"573585",2021,4,4,8,992,"KAOU",9.8,255.7,8.2,60
"579497",2021,4,4,9,992,"AMOUK05",51.9,4.1,NA,NA
"579919",2021,4,4,9,992,"WCE5063",41.5,288.6,0.5,340
"579945",2021,4,4,9,992,"SJA4RSK",40.8,14.3,NA,NA
"580663",2021,4,4,9,992,"WDA7827",21.3,202.1,2.1,170
"580782",2021,4,4,9,992,"KAOU",9.8,255.7,7.7,70
"586714",2021,4,4,10,992,"AMOUK05",51.9,4.1,NA,NA
"587130",2021,4,4,10,992,"WCE5063",41.5,288.6,0.5,350
"587151",2021,4,4,10,992,"SJA4RSK",40.8,14.3,NA,NA
"587877",2021,4,4,10,992,"WDA7827",21.3,202.1,4.6,70
"587973",2021,4,4,10,992,"KAOU",9.8,255.7,8.2,80
"593843",2021,4,4,11,992,"AMOUK05",51.9,4.1,NA,NA
"594248",2021,4,4,11,992,"WCE5063",41.5,288.6,0.5,10
"594269",2021,4,4,11,992,"SJA4RSK",40.8,14.3,NA,NA
"594980",2021,4,4,11,992,"WDA7827",21.3,202.1,2.6,40
"595070",2021,4,4,11,992,"KAOU",9.8,255.7,8.2,80
"600943",2021,4,4,12,992,"AMOUK05",51.9,4.1,NA,NA
"601407",2021,4,4,12,992,"SJA4RSK",40.8,14.3,NA,NA
"602198",2021,4,4,12,992,"WDA7827",21.3,202.1,4.6,50
"602331",2021,4,4,12,992,"KAOU",9.8,255.7,8.7,80
"602333",2021,4,4,12,992,"KAOU",9.8,255.8,6.7,60
"608289",2021,4,4,13,992,"AMOUK05",51.9,4.1,NA,NA
"608696",2021,4,4,13,992,"WCE5063",41.5,288.6,2.6,20
"608722",2021,4,4,13,992,"SJA4RSK",40.8,14.3,NA,NA
"609424",2021,4,4,13,992,"WDA7827",21.3,202.1,5.1,60
"609527",2021,4,4,13,992,"KAOU",9.8,255.7,7.2,70
"615393",2021,4,4,14,992,"AMOUK05",51.9,4.1,NA,NA
"615803",2021,4,4,14,992,"WCE5063",41.5,288.6,1.5,40
"615824",2021,4,4,14,992,"SJA4RSK",40.8,14.3,NA,NA
"616523",2021,4,4,14,992,"WDA7827",21.3,202.1,1,210
"616626",2021,4,4,14,992,"KAOU",9.8,255.7,7.7,70
"622884",2021,4,4,15,992,"WCE5063",41.5,288.6,2.1,140
"622908",2021,4,4,15,992,"SJA4RSK",40.8,14.3,NA,NA
"623606",2021,4,4,15,992,"WDA7827",21.3,202.1,4.6,40
"623721",2021,4,4,15,992,"KAOU",9.8,255.7,8.2,80
"629616",2021,4,4,16,992,"AMOUK05",51.9,4.1,NA,NA
"630011",2021,4,4,16,992,"WCE5063",41.5,288.6,4.6,170
"630034",2021,4,4,16,992,"SJA4RSK",40.8,14.3,NA,NA
"630732",2021,4,4,16,992,"WDA7827",21.3,202.1,4.1,50
"630833",2021,4,4,16,992,"KAOU",9.8,255.7,7.2,70
"636727",2021,4,4,17,992,"AMOUK05",51.9,4.1,NA,NA
"637124",2021,4,4,17,992,"WCE5063",41.5,288.6,5.7,160
"637147",2021,4,4,17,992,"SJA4RSK",40.8,14.3,NA,NA
"637851",2021,4,4,17,992,"WDA7827",21.3,202.1,2.6,50
"637950",2021,4,4,17,992,"KAOU",9.8,255.7,7.2,70
"643863",2021,4,4,18,992,"AMOUK05",51.9,4.1,NA,NA
"644300",2021,4,4,18,992,"WCE5063",41.5,288.6,7.2,160
"644321",2021,4,4,18,992,"SJA4RSK",40.8,14.3,NA,NA
"645115",2021,4,4,18,992,"WDA7827",21.3,202.1,4.6,60
"645262",2021,4,4,18,992,"KAOU",9.8,255.7,7.2,60
"645264",2021,4,4,18,992,"KAOU",9.8,255.8,6.7,80
"651255",2021,4,4,19,992,"AMOUK05",52.1,3.9,NA,NA
"651663",2021,4,4,19,992,"WCE5063",41.5,288.6,7.2,150
"651686",2021,4,4,19,992,"SJA4RSK",40.8,14.3,NA,NA
"652401",2021,4,4,19,992,"WDA7827",21.3,202.1,2.1,100
"652499",2021,4,4,19,992,"KAOU",9.8,255.7,6.7,60
"658467",2021,4,4,20,992,"AMOUK05",52.2,3.5,NA,NA
"658878",2021,4,4,20,992,"WCE5063",41.5,288.6,3.1,140
"658901",2021,4,4,20,992,"SJA4RSK",40.8,14.3,NA,NA
"659598",2021,4,4,20,992,"WDA7827",21.3,202.1,4.6,90
"659699",2021,4,4,20,992,"KAOU",9.8,255.7,7.2,60
"665661",2021,4,4,21,992,"AMOUK05",52.4,3.1,NA,NA
"666094",2021,4,4,21,992,"WCE5063",41.5,288.6,5.1,280
"666115",2021,4,4,21,992,"SJA4RSK",40.8,14.3,NA,NA
"666836",2021,4,4,21,992,"WDA7827",21.3,202.1,6.7,60
"666956",2021,4,4,21,992,"KAOU",9.8,255.7,7.7,60
"6729161",2021,4,4,22,992,"AMOUK05",52.5,2.7,NA,NA
"673349",2021,4,4,22,992,"WCE5063",41.5,288.6,3.6,310
"673370",2021,4,4,22,992,"SJA4RSK",40.8,14.3,NA,NA
"6740421",2021,4,4,22,992,"WGAE",22.8,59.7,3.1,360
"674072",2021,4,4,22,992,"WDA7827",21.3,202.1,10.3,50
"674175",2021,4,4,22,992,"KAOU",9.8,255.7,7.2,50
"680123",2021,4,4,23,992,"AMOUK05",52.7,2.3,NA,NA
"680539",2021,4,4,23,992,"WCE5063",41.5,288.6,2.6,310
"680559",2021,4,4,23,992,"SJA4RSK",40.8,14.3,NA,NA
"681228",2021,4,4,23,992,"WGAE",22.6,59.9,NA,NA
"681251",2021,4,4,23,992,"WDA7827",21.3,202.1,6.7,60
"681351",2021,4,4,23,992,"KAOU",9.8,255.7,7.2,70
"687298",2021,4,5,0,992,"AMOUK05",52.9,2,NA,NA
"687756",2021,4,5,0,992,"WCE5063",41.5,288.6,3.6,350
"687777",2021,4,5,0,992,"SJA4RSK",40.8,14.3,NA,NA
"688539",2021,4,5,0,992,"WGAE",22.3,59.9,4.6,180
"688563",2021,4,5,0,992,"WDA7827",21.3,202.1,6.2,60
"688703",2021,4,5,0,992,"KAOU",9.8,255.7,6.7,60
"694732",2021,4,5,1,992,"AMOUK05",53.1,1.6,NA,NA
"6951591",2021,4,5,1,992,"WCE5063",41.5,288.6,1.5,310
"6951801",2021,4,5,1,992,"SJA4RSK",40.8,14.3,NA,NA
"695861",2021,4,5,1,992,"WDA7827",21.3,202.1,8.7,40
"695965",2021,4,5,1,992,"KAOU",9.8,255.7,5.7,70
"701868",2021,4,5,2,992,"AMOUK05",53.2,1.2,NA,NA
"702286",2021,4,5,2,992,"WCE5063",41.5,288.6,5.7,340
"702308",2021,4,5,2,992,"SJA4RSK",40.8,14.3,NA,NA
"702993",2021,4,5,2,992,"WGAE",21.6,59.8,NA,NA
"703007",2021,4,5,2,992,"WDA7827",21.3,202.1,5.7,50
"703113",2021,4,5,2,992,"KAOU",9.8,255.7,6.2,60
"709024",2021,4,5,3,992,"AMOUK05",53.4,0.8,NA,NA
"709450",2021,4,5,3,992,"WCE5063",41.5,288.6,2.6,340
"709471",2021,4,5,3,992,"SJA4RSK",40.8,14.3,NA,NA
"710170",2021,4,5,3,992,"WGAE",21.3,59.8,NA,NA
"710175",2021,4,5,3,992,"WDA7827",21.3,202.1,4.6,50
"710298",2021,4,5,3,992,"KAOU",9.8,255.7,6.2,60
"716188",2021,4,5,4,992,"AMOUK05",53.5,0.4,NA,NA
"716624",2021,4,5,4,992,"WCE5063",41.5,288.6,5.1,310
"716648",2021,4,5,4,992,"SJA4RSK",40.8,14.3,NA,NA
"717350",2021,4,5,4,992,"WDA7827",21.3,202.1,3.1,60
"717356",2021,4,5,4,992,"WGAE",21,59.7,NA,NA
"717460",2021,4,5,4,992,"KAOU",9.8,255.7,6.2,60
"723338",2021,4,5,5,992,"AMOUK05",53.6,0,NA,NA
"723802",2021,4,5,5,992,"WCE5063",41.5,288.6,4.1,340
"723825",2021,4,5,5,992,"SJA4RSK",40.8,14.3,NA,NA
"724517",2021,4,5,5,992,"WDA7827",21.3,202.1,5.7,80
"724526",2021,4,5,5,992,"WGAE",20.7,59.7,NA,NA
"724615",2021,4,5,5,992,"KAOU",9.8,255.7,6.7,70
"730520",2021,4,5,6,992,"AMOUK05",53.7,359.7,NA,NA
"731031",2021,4,5,6,992,"WCE5063",41.5,288.6,3.6,290
"731056",2021,4,5,6,992,"SJA4RSK",40.8,14.3,NA,NA
"731870",2021,4,5,6,992,"WDA7827",21.3,202.1,2.1,90
"731881",2021,4,5,6,992,"WGAE",20.4,59.6,NA,NA
"732024",2021,4,5,6,992,"KAOU",9.8,255.7,7.7,70
